id,latitude,longitude,track_id,time
14864,-10.97713939,-37.04681348,37992,2015-05-24 14:25:35
14865,-10.96783826,-37.04132146,37992,2015-05-24 14:28:54
14866,-10.96795053,-37.04149641,37992,2015-05-24 14:29:00
14867,-10.96802615,-37.04150246,37992,2015-05-24 14:29:10
14868,-10.96804731,-37.04149291,37992,2015-05-24 14:29:26
14869,-10.96804676,-37.04149289,37992,2015-05-24 14:29:31
14870,-10.96804708,-37.04149347,37992,2015-05-24 14:29:38
14871,-10.96758778,-37.04142223,37992,2015-05-24 14:29:45
14872,-10.96705501,-37.04133587,37992,2015-05-24 14:29:50
14873,-10.96619282,-37.04113142,37992,2015-05-24 14:29:56
14874,-10.96526506,-37.040921600000004,37992,2015-05-24 14:30:02
14875,-10.96435815,-37.04088176,37992,2015-05-24 14:30:07
14876,-10.96333294,-37.04102004,37992,2015-05-24 14:30:13
14877,-10.96210724,-37.04151305,37992,2015-05-24 14:30:21
14878,-10.96139037,-37.041856700000004,37992,2015-05-24 14:30:26
14879,-10.960710800000001,-37.04224853,37992,2015-05-24 14:30:31
14880,-10.95959306,-37.04272975,37992,2015-05-24 14:30:38
14881,-10.95820732,-37.04317627,37992,2015-05-24 14:30:46
14882,-10.95653523,-37.04395336,37992,2015-05-24 14:30:56
14883,-10.95517553,-37.04467256,37992,2015-05-24 14:31:04
14884,-10.95390085,-37.04499209,37992,2015-05-24 14:31:11
14885,-10.95272871,-37.04529722,37992,2015-05-24 14:31:17
14886,-10.95164007,-37.04539457,37992,2015-05-24 14:31:23
14887,-10.95049933,-37.04529243,37992,2015-05-24 14:31:30
14888,-10.94974166,-37.045221600000005,37992,2015-05-24 14:31:35
14889,-10.94897494,-37.04517044,37992,2015-05-24 14:31:40
14890,-10.94831113,-37.04523389,37992,2015-05-24 14:31:46
14891,-10.94725249,-37.04537463,37992,2015-05-24 14:31:54
14892,-10.946297,-37.04556052,37992,2015-05-24 14:32:00
14893,-10.94536267,-37.04587979,37992,2015-05-24 14:32:07
14894,-10.94490692,-37.04614048,37992,2015-05-24 14:32:12
14895,-10.94448504,-37.04643909,37992,2015-05-24 14:32:17
14896,-10.94401581,-37.04681171,37992,2015-05-24 14:32:23
14897,-10.94318205,-37.04755834,37992,2015-05-24 14:32:31
14898,-10.94276991,-37.04807738,37992,2015-05-24 14:32:36
14899,-10.94241055,-37.04858234,37992,2015-05-24 14:32:41
14900,-10.9421196,-37.04895809,37992,2015-05-24 14:32:46
14901,-10.94163581,-37.04969715,37992,2015-05-24 14:32:55
14902,-10.94124758,-37.05018853,37992,2015-05-24 14:33:03
14903,-10.9412158,-37.05021641,37992,2015-05-24 14:33:08
14904,-10.94121201,-37.05023019,37992,2015-05-24 14:33:14
14905,-10.9412196,-37.05022763,37992,2015-05-24 14:33:22
14906,-10.94121902,-37.0502274,37992,2015-05-24 14:33:29
14907,-10.94122047,-37.05022653,37992,2015-05-24 14:33:35
14908,-10.94122025,-37.05022672,37992,2015-05-24 14:33:42
14909,-10.94122022,-37.05022641,37992,2015-05-24 14:33:48
14910,-10.94121984,-37.05022707,37992,2015-05-24 14:33:54
14911,-10.94121968,-37.05022748,37992,2015-05-24 14:34:02
14912,-10.94121955,-37.05022783,37992,2015-05-24 14:34:09
14913,-10.94121643,-37.05023042,37992,2015-05-24 14:34:15
14914,-10.94107728,-37.05033019,37992,2015-05-24 14:34:20
14915,-10.94068915,-37.05050245,37992,2015-05-24 14:34:26
14916,-10.94038353,-37.05079062,37992,2015-05-24 14:34:32
14917,-10.94051743,-37.05085693,37992,2015-05-24 14:34:40
14918,-10.94052965,-37.05089126,37992,2015-05-24 14:34:45
14919,-10.94053311,-37.05089044,37992,2015-05-24 14:34:53
14920,-10.94053352,-37.05088929,37992,2015-05-24 14:35:01
14921,-10.94053736,-37.05088423,37992,2015-05-24 14:35:07
14922,-10.94053755,-37.05088403,37992,2015-05-24 14:35:12
14923,-10.94053737,-37.05088422,37992,2015-05-24 14:35:17
14924,-10.94053745,-37.05088346,37992,2015-05-24 14:35:29
14925,-10.94053719,-37.05088397,37992,2015-05-24 14:35:35
14926,-10.94053616,-37.05088487,37992,2015-05-24 14:35:47
14927,-10.94053606,-37.05088494,37992,2015-05-24 14:35:52
14928,-10.94053566,-37.050883500000005,37992,2015-05-24 14:36:01
14929,-10.94054136,-37.05089206,37992,2015-05-24 14:36:06
14930,-10.9408261,-37.05103576,37992,2015-05-24 14:36:13
14931,-10.94178844,-37.05107589,37992,2015-05-24 14:36:22
14932,-10.94402672,-37.05107301,37992,2015-05-24 14:36:45
14933,-10.94398121,-37.051975899999995,37992,2015-05-24 14:36:52
14934,-10.94383303,-37.05256976,37992,2015-05-24 14:36:58
14935,-10.94359874,-37.05334047,37992,2015-05-24 14:37:08
14936,-10.94326766,-37.05426594,37992,2015-05-24 14:37:18
14937,-10.94311243,-37.05495317,37992,2015-05-24 14:37:24
14938,-10.94295533,-37.05551205,37992,2015-05-24 14:37:29
14939,-10.94292548,-37.05595106,37992,2015-05-24 14:37:36
14940,-10.94285798,-37.05582714,37992,2015-05-24 14:37:41
14941,-10.94274049,-37.05612689,37992,2015-05-24 14:37:48
14942,-10.94250272,-37.05647967,37992,2015-05-24 14:37:55
14943,-10.94244894,-37.05646154,37992,2015-05-24 14:38:00
14944,-10.94244644,-37.05647215,37992,2015-05-24 14:38:05
14945,-10.94244327,-37.05649238,37992,2015-05-24 14:38:11
14946,-10.94244874,-37.05649729,37992,2015-05-24 14:38:16
14947,-10.94244875,-37.0564973,37992,2015-05-24 14:38:22
14948,-10.94244883,-37.05649725,37992,2015-05-24 14:38:27
14949,-10.9424489,-37.05649732,37992,2015-05-24 14:38:33
14950,-10.94244891,-37.05649734,37992,2015-05-24 14:38:39
14951,-10.94244891,-37.05649733,37992,2015-05-24 14:38:46
14952,-10.94240112,-37.05657863,37992,2015-05-24 14:39:19
14953,-10.942717300000002,-37.05676739,37992,2015-05-24 14:39:25
14954,-10.9431564,-37.05729676,37992,2015-05-24 14:39:32
14955,-10.94326771,-37.05778541,37992,2015-05-24 14:39:37
14956,-10.94330542,-37.05797682,37992,2015-05-24 14:39:43
14957,-10.94332847,-37.05809028,37992,2015-05-24 14:39:53
14958,-10.94332556,-37.05809249,37992,2015-05-24 14:39:58
14959,-10.94333058,-37.05814395,37992,2015-05-24 14:40:07
14960,-10.94332896,-37.05815084,37992,2015-05-24 14:40:12
14961,-10.94356558,-37.05843129,37992,2015-05-24 14:40:20
14962,-10.94379762,-37.05884767,37992,2015-05-24 14:40:28
14963,-10.9440179,-37.05912806,37992,2015-05-24 14:40:33
14964,-10.94422898,-37.05939988,37992,2015-05-24 14:40:38
14965,-10.94447914,-37.05973952,37992,2015-05-24 14:40:44
14966,-10.94449181,-37.06013945,37992,2015-05-24 14:40:51
14967,-10.94444478,-37.0602369,37992,2015-05-24 14:40:56
14968,-10.9443825,-37.06038041,37992,2015-05-24 14:41:01
14969,-10.94436031,-37.06061879999999,37992,2015-05-24 14:41:08
14970,-10.94430888,-37.06094887,37992,2015-05-24 14:41:17
14971,-10.94401097,-37.0610024,37992,2015-05-24 14:41:23
14972,-10.94373328,-37.06097177,37992,2015-05-24 14:41:28
14973,-10.94341991,-37.06094168,37992,2015-05-24 14:41:33
14974,-10.94335658,-37.06077713,37992,2015-05-24 14:41:40
14975,-10.94325673,-37.06076113,37992,2015-05-24 14:41:46
14976,-10.94318853,-37.06075651,37992,2015-05-24 14:41:51
14977,-10.94311841,-37.06093679999999,37992,2015-05-24 14:42:01
14978,-10.94309479,-37.06104718,37992,2015-05-24 14:42:06
