id,latitude,longitude,track_id,time
17000,-10.9219381,-37.09919864,38016,2015-06-03 14:40:27
17001,-10.92227447,-37.09821779999999,38016,2015-06-03 14:40:37
17002,-10.92231381,-37.09812191,38016,2015-06-03 14:40:49
17003,-10.92240347,-37.097851899999995,38016,2015-06-03 14:41:00
17004,-10.92246754,-37.09773299,38016,2015-06-03 14:41:13
17005,-10.92247025,-37.09773193,38016,2015-06-03 14:41:24
17006,-10.92254806,-37.09748917,38016,2015-06-03 14:41:37
17007,-10.92256271,-37.0974385,38016,2015-06-03 14:41:50
17008,-10.92257467,-37.09738417,38016,2015-06-03 14:42:00
17009,-10.92261503,-37.09719872,38016,2015-06-03 14:42:18
17010,-10.92269067,-37.09696732,38016,2015-06-03 14:42:29
17011,-10.92276955,-37.09673751,38016,2015-06-03 14:42:45
17012,-10.92276704,-37.09673887,38016,2015-06-03 14:42:56
17013,-10.92280949,-37.09661065,38016,2015-06-03 14:43:09
17014,-10.92284378,-37.09648737,38016,2015-06-03 14:43:20
17015,-10.92287843,-37.09628663,38016,2015-06-03 14:43:33
17016,-10.92291222,-37.09608905,38016,2015-06-03 14:43:46
17017,-10.9229085,-37.09606496,38016,2015-06-03 14:43:59
17018,-10.922917300000002,-37.09592728,38016,2015-06-03 14:44:09
17019,-10.92290696,-37.09572922,38016,2015-06-03 14:44:19
17020,-10.92290215,-37.09561533,38016,2015-06-03 14:44:30
17021,-10.92289669,-37.09539702,38016,2015-06-03 14:44:46
17022,-10.92283568,-37.09513879,38016,2015-06-03 14:45:00
17023,-10.9228216,-37.09507622,38016,2015-06-03 14:45:15
17024,-10.92275856,-37.09485328,38016,2015-06-03 14:45:28
17025,-10.92269291,-37.09464818,38016,2015-06-03 14:45:41
17026,-10.922688,-37.09465684,38016,2015-06-03 14:45:55
17027,-10.92265868,-37.09455744,38016,2015-06-03 14:46:06
17028,-10.92259957,-37.09438624,38016,2015-06-03 14:46:16
17029,-10.92246296,-37.09403342,38016,2015-06-03 14:46:27
17030,-10.92215743,-37.09309291,38016,2015-06-03 14:46:39
17031,-10.92157604,-37.09167837,38016,2015-06-03 14:46:52
17032,-10.92117633,-37.09070343,38016,2015-06-03 14:47:03
17033,-10.92092459,-37.08980774,38016,2015-06-03 14:47:14
17034,-10.9207201,-37.08925634,38016,2015-06-03 14:47:24
17035,-10.92029171,-37.08832592,38016,2015-06-03 14:47:34
17036,-10.91990314,-37.08725469,38016,2015-06-03 14:47:44
17037,-10.91936966,-37.08582023,38016,2015-06-03 14:47:55
17038,-10.91896833,-37.08422213,38016,2015-06-03 14:48:06
17039,-10.91886356,-37.08250036,38016,2015-06-03 14:48:18
17040,-10.91880694,-37.08122359,38016,2015-06-03 14:48:30
17041,-10.91875304,-37.07988811,38016,2015-06-03 14:48:49
17042,-10.91864056,-37.0781987,38016,2015-06-03 14:49:02
17043,-10.91862306,-37.07778204,38016,2015-06-03 14:49:13
17044,-10.9185877,-37.07743793,38016,2015-06-03 14:49:23
17045,-10.91857358,-37.07714628,38016,2015-06-03 14:49:33
17046,-10.91858105,-37.07674357,38016,2015-06-03 14:49:43
17047,-10.91857006,-37.07653773,38016,2015-06-03 14:49:54
17048,-10.91857026,-37.07656257,38016,2015-06-03 14:50:07
17049,-10.91856633,-37.07656012,38016,2015-06-03 14:50:22
17050,-10.91856456,-37.07656008,38016,2015-06-03 14:50:34
17051,-10.91856837,-37.07656343,38016,2015-06-03 14:50:44
17052,-10.91856776,-37.07656249,38016,2015-06-03 14:50:56
17053,-10.91855607,-37.07635537,38016,2015-06-03 14:51:07
17054,-10.91850996,-37.07585488,38016,2015-06-03 14:51:18
17055,-10.91849581,-37.07560609,38016,2015-06-03 14:51:30
17056,-10.91848444,-37.07559955,38016,2015-06-03 14:51:43
17057,-10.91848422,-37.07559968,38016,2015-06-03 14:51:54
17058,-10.91848476,-37.07560057,38016,2015-06-03 14:52:04
