id,latitude,longitude,track_id,time
13965,-10.91132123,-37.05274726,37960,2015-05-19 06:08:39
13966,-10.91189483,-37.05271596,37960,2015-05-19 06:08:53
13967,-10.91273426,-37.05270983,37960,2015-05-19 06:09:08
13968,-10.91400256,-37.05271837,37960,2015-05-19 06:09:21
13969,-10.91500357,-37.05280865,37960,2015-05-19 06:09:32
13970,-10.9155867,-37.05277306,37960,2015-05-19 06:09:42
13971,-10.91619014,-37.0528139,37960,2015-05-19 06:09:52
13972,-10.91714978,-37.05279515,37960,2015-05-19 06:10:03
13973,-10.9177515,-37.05285573,37960,2015-05-19 06:10:15
13974,-10.91776275,-37.05282784,37960,2015-05-19 06:10:26
13975,-10.91785169,-37.05284046,37960,2015-05-19 06:10:37
13976,-10.91846138,-37.05312833,37960,2015-05-19 06:10:53
13977,-10.91846241,-37.05360774,37960,2015-05-19 06:11:06
13978,-10.91846269,-37.0539282,37960,2015-05-19 06:11:16
13979,-10.91846907,-37.0544797,37960,2015-05-19 06:11:29
13980,-10.9184865,-37.05554183,37960,2015-05-19 06:11:44
13981,-10.91851243,-37.0575925,37960,2015-05-19 06:11:59
13982,-10.91852832,-37.0585035,37960,2015-05-19 06:12:09
13983,-10.91856563,-37.05945615,37960,2015-05-19 06:12:19
13984,-10.91855862,-37.06069372,37960,2015-05-19 06:12:31
13985,-10.91855323,-37.06169803,37960,2015-05-19 06:12:42
13986,-10.91856082,-37.06185382,37960,2015-05-19 06:12:55
13987,-10.918567,-37.06262267,37960,2015-05-19 06:13:06
13988,-10.91859375,-37.06322899,37960,2015-05-19 06:13:17
13989,-10.91860497,-37.06320392,37960,2015-05-19 06:13:27
13990,-10.91859616,-37.06336457,37960,2015-05-19 06:13:39
13991,-10.91859198,-37.06335497,37960,2015-05-19 06:13:54
13992,-10.91859211,-37.06335474,37960,2015-05-19 06:14:06
13993,-10.91859219,-37.063354700000005,37960,2015-05-19 06:14:17
13994,-10.91859254,-37.06335257,37960,2015-05-19 06:14:30
13995,-10.91859173,-37.06349538,37960,2015-05-19 06:14:42
13996,-10.91862706,-37.06441121,37960,2015-05-19 06:14:57
13997,-10.91865283,-37.06515469,37960,2015-05-19 06:15:09
13998,-10.91867495,-37.06565261,37960,2015-05-19 06:15:20
13999,-10.91864331,-37.06584135,37960,2015-05-19 06:15:30
14000,-10.91865802,-37.06641527,37960,2015-05-19 06:15:44
14001,-10.91868498,-37.06753988,37960,2015-05-19 06:15:55
14002,-10.91869145,-37.06799465,37960,2015-05-19 06:16:09
14003,-10.91868991,-37.06799422,37960,2015-05-19 06:16:24
14004,-10.91868991,-37.06799362,37960,2015-05-19 06:16:38
14005,-10.9186901,-37.06799328,37960,2015-05-19 06:16:48
14006,-10.91869025,-37.06799224,37960,2015-05-19 06:17:08
14007,-10.91869013,-37.06799195,37960,2015-05-19 06:17:22
14008,-10.91868828,-37.06820059,37960,2015-05-19 06:17:32
14009,-10.918722500000001,-37.06914884,37960,2015-05-19 06:17:49
14010,-10.91865861,-37.06990554,37960,2015-05-19 06:18:01
14011,-10.91852528,-37.07103534,37960,2015-05-19 06:18:16
14012,-10.91847679,-37.07162641,37960,2015-05-19 06:18:29
14013,-10.91841926,-37.07206479,37960,2015-05-19 06:18:39
14014,-10.91841354,-37.07206843,37960,2015-05-19 06:18:52
14015,-10.91841364,-37.07206853,37960,2015-05-19 06:19:02
14016,-10.91834622,-37.07250639,37960,2015-05-19 06:19:14
14017,-10.91832496,-37.07323063,37960,2015-05-19 06:19:25
14018,-10.91834476,-37.07429505,37960,2015-05-19 06:19:41
14019,-10.918376199999999,-37.07558659,37960,2015-05-19 06:19:56
14020,-10.91841759,-37.07629647,37960,2015-05-19 06:20:06
14021,-10.91842867,-37.07638248,37960,2015-05-19 06:20:16
14022,-10.91843206,-37.07651093,37960,2015-05-19 06:20:27
14023,-10.91842041,-37.07661722,37960,2015-05-19 06:20:38
14024,-10.91842239,-37.07661387,37960,2015-05-19 06:20:52
14025,-10.918417300000002,-37.076642299999996,37960,2015-05-19 06:21:04
14026,-10.91844528,-37.07691792,37960,2015-05-19 06:21:15
14027,-10.91848173,-37.07721128,37960,2015-05-19 06:21:26
14028,-10.91849522,-37.07739537,37960,2015-05-19 06:21:37
14029,-10.91850841,-37.07780018,37960,2015-05-19 06:21:48
14030,-10.91850831,-37.0782719,37960,2015-05-19 06:21:59
14031,-10.91849797,-37.07864186,37960,2015-05-19 06:22:09
14032,-10.91850049,-37.078727799999996,37960,2015-05-19 06:22:19
14033,-10.91853047,-37.07925121,37960,2015-05-19 06:22:32
14034,-10.91857495,-37.08008377,37960,2015-05-19 06:22:45
14035,-10.91860148,-37.08086384,37960,2015-05-19 06:23:02
14036,-10.91862639,-37.08115753,37960,2015-05-19 06:23:12
14037,-10.91869452,-37.08175884,37960,2015-05-19 06:23:28
14038,-10.91881184,-37.08358124,37960,2015-05-19 06:23:41
14039,-10.91909043,-37.08535778,37960,2015-05-19 06:23:53
14040,-10.91959427,-37.08675401,37960,2015-05-19 06:24:04
14041,-10.91985716,-37.08750762,37960,2015-05-19 06:24:15
14042,-10.9198681,-37.08751976,37960,2015-05-19 06:24:26
14043,-10.91986425,-37.08751723,37960,2015-05-19 06:24:37
14044,-10.91990554,-37.08758071,37960,2015-05-19 06:24:47
14045,-10.91998405,-37.08778694,37960,2015-05-19 06:24:58
14046,-10.92005345,-37.08796862,37960,2015-05-19 06:25:09
14047,-10.92006121,-37.08801325,37960,2015-05-19 06:25:19
14048,-10.92007481,-37.08804254,37960,2015-05-19 06:25:31
14049,-10.92016761,-37.08828368,37960,2015-05-19 06:25:45
14050,-10.92029168,-37.08864192,37960,2015-05-19 06:25:55
14051,-10.92032498,-37.08881378,37960,2015-05-19 06:26:08
14052,-10.92033198,-37.08892954,37960,2015-05-19 06:26:23
14053,-10.92031386,-37.08915088,37960,2015-05-19 06:26:34
14054,-10.92025487,-37.08943599,37960,2015-05-19 06:26:45
14055,-10.92024475,-37.08946831,37960,2015-05-19 06:26:55
14056,-10.92036695,-37.08974507,37960,2015-05-19 06:27:08
14057,-10.92063476,-37.08985362,37960,2015-05-19 06:27:19
14058,-10.92080991,-37.08994821,37960,2015-05-19 06:27:30
14059,-10.92090038,-37.09001232,37960,2015-05-19 06:27:40
14060,-10.92093945,-37.0900604,37960,2015-05-19 06:27:52
14061,-10.92106276,-37.09041644,37960,2015-05-19 06:28:02
14062,-10.92118008,-37.09074753,37960,2015-05-19 06:28:13
14063,-10.92141059,-37.09139999,37960,2015-05-19 06:28:26
14064,-10.92162381,-37.09195487,37960,2015-05-19 06:28:38
14065,-10.92182786,-37.09256396,37960,2015-05-19 06:28:53
14066,-10.92194382,-37.09304186,37960,2015-05-19 06:29:07
14067,-10.92202812,-37.09328008,37960,2015-05-19 06:29:17
14068,-10.92211842,-37.09348863,37960,2015-05-19 06:29:27
14069,-10.92217649,-37.09362287,37960,2015-05-19 06:29:37
14070,-10.92243026,-37.09417592,37960,2015-05-19 06:29:49
14071,-10.92271657,-37.09517433,37960,2015-05-19 06:29:59
14072,-10.92265028,-37.09653958,37960,2015-05-19 06:30:09
14073,-10.92223684,-37.09780738,37960,2015-05-19 06:30:20
14074,-10.92165898,-37.09945809,37960,2015-05-19 06:30:32
14075,-10.92134449,-37.10032554,37960,2015-05-19 06:30:43
14076,-10.92134683,-37.100196999999994,37960,2015-05-19 06:30:54
14077,-10.92136293,-37.10012854,37960,2015-05-19 06:31:04
14078,-10.92136964,-37.10012828,37960,2015-05-19 06:31:15
14079,-10.92148398,-37.100127,37960,2015-05-19 06:31:25
14080,-10.921563699999998,-37.10016232,37960,2015-05-19 06:31:36
14081,-10.92176094,-37.10007633,37960,2015-05-19 06:31:47
14082,-10.92183815,-37.1000631,37960,2015-05-19 06:32:00
14083,-10.921909699999999,-37.10021157,37960,2015-05-19 06:32:13
14084,-10.92199219,-37.10034627,37960,2015-05-19 06:32:24
14085,-10.92213694,-37.10059491,37960,2015-05-19 06:32:42
14086,-10.92216406,-37.10080328,37960,2015-05-19 06:32:55
14087,-10.92217788,-37.10100362,37960,2015-05-19 06:33:08
14088,-10.922182800000002,-37.10121587,37960,2015-05-19 06:33:22
14089,-10.92217093,-37.10139525,37960,2015-05-19 06:33:34
14090,-10.92221049,-37.10151921,37960,2015-05-19 06:33:45
14091,-10.922312400000001,-37.1015294,37960,2015-05-19 06:33:55
14092,-10.92239159,-37.10154234,37960,2015-05-19 06:34:07
14093,-10.92254751,-37.10154958,37960,2015-05-19 06:34:18
14094,-10.92268274,-37.10151879,37960,2015-05-19 06:34:29
14095,-10.922852,-37.10153857,37960,2015-05-19 06:34:42
14096,-10.92306297,-37.10151601,37960,2015-05-19 06:34:55
14097,-10.92317144,-37.10151857,37960,2015-05-19 06:35:05
14098,-10.9233008,-37.10149043,37960,2015-05-19 06:35:15
14099,-10.92342725,-37.10147272,37960,2015-05-19 06:35:25
14100,-10.92368028,-37.10145934,37960,2015-05-19 06:35:39
14101,-10.92381307,-37.10144377,37960,2015-05-19 06:35:50
14102,-10.92388649,-37.1014666,37960,2015-05-19 06:36:06
14103,-10.92389366,-37.10146759,37960,2015-05-19 06:36:17
14104,-10.92389109,-37.10147223,37960,2015-05-19 06:36:30
