id,latitude,longitude,track_id,time
1349,-10.9014033333333,-37.056033333333296,20,2014-10-16 12:56:48
1350,-10.9014033333333,-37.056033333333296,20,2014-10-16 12:56:54
1351,-10.901451666666699,-37.05601,20,2014-10-16 12:57:00
1352,-10.901598333333302,-37.05587,20,2014-10-16 12:57:05
1353,-10.901998333333301,-37.05556666666671,20,2014-10-16 12:57:11
1354,-10.902408333333302,-37.055243333333294,20,2014-10-16 12:57:17
1355,-10.902586666666698,-37.0550983333333,20,2014-10-16 12:57:22
1356,-10.902613333333301,-37.05508,20,2014-10-16 12:57:28
1357,-10.902611666666699,-37.055071666666706,20,2014-10-16 12:57:34
1358,-10.902611666666699,-37.055071666666706,20,2014-10-16 12:57:40
1359,-10.902611666666699,-37.055071666666706,20,2014-10-16 12:57:45
1360,-10.902608333333301,-37.05503,20,2014-10-16 12:57:51
1361,-10.902611666666699,-37.05503,20,2014-10-16 12:57:57
1362,-10.902751666666699,-37.0549466666667,20,2014-10-16 12:58:02
1363,-10.903096666666698,-37.054711666666705,20,2014-10-16 12:58:08
1364,-10.903521666666698,-37.054421666666705,20,2014-10-16 12:58:14
1365,-10.903951666666698,-37.0541416666667,20,2014-10-16 12:58:19
1366,-10.904465,-37.05377666666671,20,2014-10-16 12:58:25
1367,-10.904943333333302,-37.0534183333333,20,2014-10-16 12:58:31
1368,-10.905166666666698,-37.053256666666705,20,2014-10-16 12:58:36
1369,-10.905211666666698,-37.053205,20,2014-10-16 12:58:42
1370,-10.905216666666698,-37.053191666666706,20,2014-10-16 12:58:47
1371,-10.905216666666698,-37.053191666666706,20,2014-10-16 12:58:53
1372,-10.905216666666698,-37.053191666666706,20,2014-10-16 12:58:58
1373,-10.905216666666698,-37.053191666666706,20,2014-10-16 12:59:03
1374,-10.905216666666698,-37.053191666666706,20,2014-10-16 12:59:08
1375,-10.905216666666698,-37.053191666666706,20,2014-10-16 12:59:13
1376,-10.905393333333302,-37.0530866666667,20,2014-10-16 12:59:18
1377,-10.905636666666698,-37.052925,20,2014-10-16 12:59:23
1378,-10.905921666666698,-37.05270166666671,20,2014-10-16 12:59:29
1379,-10.906213333333302,-37.052488333333294,20,2014-10-16 12:59:34
1380,-10.90648,-37.052305,20,2014-10-16 12:59:39
1381,-10.9067033333333,-37.052155,20,2014-10-16 12:59:44
1382,-10.906945,-37.0519883333333,20,2014-10-16 12:59:49
1383,-10.907214999999999,-37.051781666666706,20,2014-10-16 12:59:54
1384,-10.907598333333302,-37.0515383333333,20,2014-10-16 13:00:00
1385,-10.907910000000001,-37.051331666666705,20,2014-10-16 13:00:06
1386,-10.9080466666667,-37.051308333333296,20,2014-10-16 13:00:11
1387,-10.90811,-37.051455,20,2014-10-16 13:00:16
1388,-10.908118333333302,-37.05164,20,2014-10-16 13:00:21
1389,-10.908101666666699,-37.0517266666667,20,2014-10-16 13:00:26
1390,-10.908091666666698,-37.051733333333296,20,2014-10-16 13:00:31
1391,-10.908091666666698,-37.051733333333296,20,2014-10-16 13:00:37
1392,-10.908106666666699,-37.051733333333296,20,2014-10-16 13:00:43
1393,-10.908136666666698,-37.051725,20,2014-10-16 13:00:48
1394,-10.908101666666699,-37.0517433333333,20,2014-10-16 13:00:54
1395,-10.908098333333301,-37.05174,20,2014-10-16 13:01:00
1396,-10.90809,-37.0517633333333,20,2014-10-16 13:01:06
1397,-10.908088333333302,-37.051773333333294,20,2014-10-16 13:01:11
1398,-10.908075,-37.05178,20,2014-10-16 13:01:17
1399,-10.908064999999999,-37.051790000000004,20,2014-10-16 13:01:23
1400,-10.908058333333301,-37.05179333333329,20,2014-10-16 13:01:28
1401,-10.908058333333301,-37.05179333333329,20,2014-10-16 13:01:34
1402,-10.908058333333301,-37.05179333333329,20,2014-10-16 13:01:39
1403,-10.908055000000001,-37.051735,20,2014-10-16 13:01:45
1404,-10.908035,-37.0517433333333,20,2014-10-16 13:01:50
1405,-10.908023333333302,-37.0517583333333,20,2014-10-16 13:01:55
1406,-10.908023333333302,-37.0517583333333,20,2014-10-16 13:02:00
1407,-10.908023333333302,-37.0517583333333,20,2014-10-16 13:02:06
1408,-10.908023333333302,-37.0517583333333,20,2014-10-16 13:02:11
1409,-10.908023333333302,-37.0517583333333,20,2014-10-16 13:02:16
1410,-10.90808,-37.0517066666667,20,2014-10-16 13:02:21
1411,-10.9081,-37.0516816666667,20,2014-10-16 13:02:27
1412,-10.9081133333333,-37.051665,20,2014-10-16 13:02:33
1413,-10.908106666666699,-37.051668333333296,20,2014-10-16 13:02:38
1414,-10.908071666666698,-37.0516816666667,20,2014-10-16 13:02:44
1415,-10.908061666666699,-37.051685,20,2014-10-16 13:02:50
1416,-10.908061666666699,-37.051685,20,2014-10-16 13:02:55
1417,-10.908061666666699,-37.051685,20,2014-10-16 13:03:00
1418,-10.908006666666699,-37.051778333333296,20,2014-10-16 13:03:06
1419,-10.908011666666699,-37.0517833333333,20,2014-10-16 13:03:12
1420,-10.908011666666699,-37.0517833333333,20,2014-10-16 13:03:17
1421,-10.90801,-37.051815000000005,20,2014-10-16 13:03:23
1422,-10.908005000000001,-37.0518133333333,20,2014-10-16 13:03:29
1423,-10.908005000000001,-37.0518133333333,20,2014-10-16 13:03:34
1424,-10.907986666666698,-37.05174,20,2014-10-16 13:03:39
1425,-10.90799,-37.051736666666706,20,2014-10-16 13:03:44
1426,-10.908035,-37.0517383333333,20,2014-10-16 13:03:49
1427,-10.9080633333333,-37.051753333333295,20,2014-10-16 13:03:54
1428,-10.908025,-37.051778333333296,20,2014-10-16 13:04:00
1429,-10.908055000000001,-37.051765,20,2014-10-16 13:04:05
1430,-10.908055000000001,-37.051765,20,2014-10-16 13:04:11
1431,-10.908075,-37.05176166666671,20,2014-10-16 13:04:17
1432,-10.908088333333302,-37.05179333333329,20,2014-10-16 13:04:22
